genotypes	doi	status	trial	blumeria_graminis	heading_date	lodging	plant_height	puccinia_hordei	pyrenophora_teres	ramularia_collo_cygni	rhynchosporium
Abbie		Elite	spring	1.607661268	75.67916931	2.174896356	75.67769594	3.277472024	1.407595773	3.42831066	1.310326236
Accordine		Elite	spring		75.25669698	2.475691995	82.11938062	3.051923952			
ACK-1		Elite	spring	1.297362304	75.20721665	1.733302778	78.22540257	2.689655165	1.790441191	4.426595048	1.321579256
ACK-10		Elite	spring	1.219230938	74.50211728	1.793565409	81.10949573	3.331775657	1.77857783	3.719439479	1.25173728
ACK-11		Elite	winter	3.087050196	135.410491		105.0001238	3.007082114	1.500005578	3.873129017	1.544285016
ACK-12		Elite	spring	2.733563746	74.52550934	2.051379518	86.97789231	3.865780443	1.75322207	2.977078929	1.308089243
ACK-13		Elite	winter	3.311860213	136.6521674	1.244920853	94.20991786	2.38860291	1.500002335	4.587936697	1.363953406
ACK-14		Elite	winter	2.271840404	131.7839928	2.025265233	98.99715675	2.853280622	1.500003361	5.011740952	2.04210971
ACK-15		Elite	winter	5.069882151	135.3885459	1.644890628	100.1293536	3.634944532	1.500004297	3.466737447	1.084627811
ACK-16		Elite	spring	3.048228626	75.16368332	1.800789048	83.43051142	2.392497441	1.385803373	3.159040802	1.308123267
ACK-2		Elite	winter	4.159446447	134.3525289	1.369465988	96.67813098	4.901388805	1.499999158	4.038399066	1.231744017
ACK-3		Elite	winter	4.373394401	133.7028912	1.15757286	110.8716205	3.938397133	1.499997993	5.000797567	1.788846741
ACK-4		Elite	winter	3.084139571	135.7092775	1.350424931	104.9444487	3.89523342	1.499999158	4.640300357	1.03775915
ACK-5		Elite	spring	1.402754221	73.80680462	1.687480617	81.27819884	4.420310356	1.781551212	4.325315604	1.322839031
ACK-6		Elite	spring	1.513280536	73.00030322	1.866753574	80.90839082	3.272720785	1.776933349	4.464059624	1.307509192
ACK-7		Elite	spring	1.273116748	72.14583984	1.811508144	77.03481955	3.937247653	1.746429513	5.25011125	1.309104335
ACK-8		Elite	spring	1.636397813	72.09844289	1.575076813	81.98823737	4.084083115	1.50168255	3.779771516	1.314984637
ACK-9		Elite	winter	2.616456028	133.8606707	2.772839028	113.2054868	4.342820596	1.499999563	3.232017338	1.226775085
Adalina		Elite	winter	4.564505948	133.0219709	1.940916602	104.791498	4.704376164	1.500004322	3.522105046	1.51603867
Advent		Elite	spring	1.282545663	75.29405435	1.644474162	84.55449674	2.704659937	1.397152156	4.365826741	1.344107518
AF-Cesar		Elite	spring	1.824626108	76.15450935	1.324642932	73.03060308	3.987689749	1.776338716	4.500978139	1.309002242
AF-Lucius		Elite	spring	3.557255932	78.74180339	1.593071519	83.591326	2.936407423	1.403215746	4.437046039	1.324556844
Afrodite		Elite	winter	1.562777156	130.6440726	4.22439795	115.5804694	5.25188436		1.321458683	3.256803173
Aida		Elite	winter	3.556418177	134.9013462	1.365806212	99.20515494	2.996081601	1.499997563	3.807928287	0.937511538
Airway		Elite	spring	1.422513744	75.35020872	1.54400155	84.01965112	2.339840503	2.006640171	3.094091779	1.312321401
Akcent		Elite	spring	2.118846253	75.02600135	1.346724921	80.04021115	2.23818106	2.131748936	4.521557705	1.309149836
Aksamit		Elite	spring	1.658119077	74.69349411	1.160769774	81.69455686	2.36839872	1.37698383	4.385427381	1.316316184
Albertine		Elite	winter	3.180000688	136.1465929	1.510106607	98.78307495	3.078000571	1.499999069	3.885331597	1.079658797
Aliciana		Elite	spring	2.280562163	74.32422301	1.740891513	81.5700258	2.435159827	1.757427777	3.302585212	1.3057131
Amadora		Elite	spring	1.399851787	72.6810561	1.588899886	77.22669886	4.285290114	1.72715801	3.745519057	1.30807905
Ambrosia		Elite	spring	3.163780342	79.32702336	1.657603308	82.92253771	3.013334901	1.782486617	2.589831131	1.398461187
Amidala		Elite	spring	1.989984728	72.90847304	2.199918569	76.27587097	3.115276952	2.361575541	4.224298135	1.276783233
Amistar		Elite	winter	6.589138619	132.9253747	1.74642917	103.3252682	3.724975859	1.500002588	4.368788682	1.677442248
Amulet		Elite	spring	2.835312948	74.01429377	2.442546063	80.77550615	3.180363224	2.081767837	3.714680823	1.347799677
Anja		Elite	winter	4.276054141	136.7376634	1.487665602	103.9044492	3.800702182	1.499998816	3.222187996	1.079658759
Antje		Elite	winter	2.534190253	136.0725179	1.959194849	116.3946672	4.153108705	1.500001626	4.90238914	1.286671559
Antonella		Elite	winter	3.019697482	136.903772	2.134539728	112.5064244	3.316778808	1.499999019	3.604785307	1.795364238
Arcanda		Elite	winter	2.411663088	134.3494122	1.827586585	102.1124159	2.244565353	1.499996208	4.449291347	1.166565918
Arenia		Elite	winter	2.920814432	133.8387036	1.818257974	102.1741851	5.660555098	1.500000069	5.87231137	1.23174408
Ariane		Elite	winter	2.287903953	136.2058824	1.817372322	94.03272203	3.363905464	1.499999019	3.343437831	1.373891306
Arthur		Elite	spring	2.169725662	75.10918952	1.498489697	84.37134405	2.559396466	2.760710605	3.700189432	1.255117837
Asta		Elite	spring	1.474720911	74.94637814	1.784790868	84.27392326	3.227694049	1.781691012	3.362848265	1.309443889
Astaire		Elite	winter	3.027663889	136.0230069	1.439763956	104.246231	4.834584662	1.500002702	5.285032347	1.291022042
Atlas		Elite	spring	2.784311373	75.4032268	1.636561435	82.73914471	3.653139978	1.741841677	4.31236669	1.308237993
Atribut		Elite	spring	1.567611335	73.78958335	1.399702272	81.77065709	2.151695764	1.413818056	5.283981982	1.309252336
Atrika		Elite	spring	0.878362783	72.73418788	1.560870412	82.87641502	3.586529899	1.740869013	4.596461477	1.307989944
Avalon		Elite	spring	2.454749367	75.11893545	1.772587931	83.7984174	2.575955544	1.482982285	3.320986172	1.301401881
Avenir		Elite	winter	4.157511268	134.2329673	1.500180074	106.7733509	3.183891717	1.500004247	5.773812397	1.037759143
Axioma		Elite	winter	2.390854411	137.991287	1.49342233	94.32760749	2.777285482	1.50000407	3.115672116	1.917653567
Bartosz		Elite	winter	2.904034227	135.1382179	1.676955457	104.7526378	5.033953443	1.500002449	4.218407129	3.179617596
Basic		Elite	spring	1.960430977	73.10220177	2.03978502	84.68236134	3.29189463	1.738449823	4.138210508	1.312510549
Basza		Elite	spring	1.079959671	77.23696363	1.431336858	86.95854211	3.122467129	1.777632674	3.765495759	1.308943569
Bazant		Elite	winter	2.791457945	136.3559203	1.867121101	102.0692666	4.955517329	1.500004297	3.266417174	1.295372633
Beckenbauer		Elite	winter	3.542664674	135.0799603	1.85428206	105.0106756	3.935124328	1.500000689	4.765773931	1.084627797
Beckie		Elite	spring	1.767445451	75.96346417	1.269377908	73.64524526	3.681231306	2.776668829	4.170570139	1.309306927
Bella		Elite	winter	2.666662658	137.1742865	1.148898128	110.0003506	4.278917309	1.499998821	3.138177838	1.226775079
Bellini		Elite	spring	1.080969349	75.38643743	1.990377116	83.18163398	3.419676527	1.713310938	4.072371337	1.308841766
Blask		Elite	spring	2.853356049	76.65991366	1.627762666	81.79162537	2.50903281	1.736791956	3.865577065	1.312800815
Bordeaux		Elite	winter	3.418368958	135.9205646	2.175295528	96.99404335	3.390786197	1.499997943	4.744789554	1.286671565
Bordo		Elite	spring	2.616380327	73.5852581	1.382168736	84.19010671	2.755863966	1.435064728	5.289792753	1.310054512
Borrelly		Elite	winter	4.188001098	131.9034001	1.878915658	96.09480052	3.96995203	1.500005576	3.138558791	1.286671546
Boss		Elite	spring	1.313348005	73.00903639	2.200916425	91.23067919	3.030632551	1.519386392	3.773536525	1.308703013
Brandon		Elite	spring	1.18198696	74.80874627	1.410106875	79.58098299	3.544363585	1.756370908	4.037617072	1.312103602
Broadway		Elite	spring	1.39162445	75.13345237	1.86656083	86.53196357	3.452074517	1.405690837	4.417133438	1.314996021
Brosza		Elite	winter	2.540939638	140.6794111	1.790424296	99.5696815	4.035830004	1.499996854	5.877005546	1.166565887
Brunilda		Elite	spring		75.97938288	2.061515075	77.41456598	3.216378108			
Bryl		Elite	spring	1.137216305	74.52581487	1.602000897	87.60935176	3.212672784	1.791093881	4.038302282	1.308676098
buco		Elite	spring	-2.536776939	70.90451679		76.55745433	3.600670266		4.566174214	
Cadiz		Elite	spring	1.647907625	74.60090386	2.193294571	85.26875092	3.613287387	1.750459483	3.430470077	1.32482464
California		Elite	winter	2.930715273	135.6492299	1.61560033	101.7519867	3.292926101	1.499994056	5.142060256	1.368922367
Calypso		Elite	winter	2.699797776	135.7561817	1.750917127	109.024991	2.850452156	1.500000753	6.024987263	1.03775914
Camilla		Elite	winter	4.493524122	132.583591	1.385366839	103.980509	3.492930467	1.499999639	4.156710931	2.50610068
Camion		Elite	winter	3.535063978	125.9604964	3.193733616	109.6661665	3.956282995		5.048882152	1.756803143
Campagne		Elite	winter	5.146678714	133.9694768	1.633425128	104.6206106	4.853022147	1.499996753	3.57251506	1.27106203
Cantton		Elite	spring	1.235201359	75.75141573	1.481490118	84.79656269	3.327161818	1.964217763	2.85184877	1.322951217
Capricorn		Elite	winter	2.410529842	135.4305068	1.206546691	94.24850069	2.625468412	1.499997563	3.769583908	1.511069701
Caribic		Elite	winter	4.008990408	137.9388582	1.275022063	104.4195437	2.485006993	1.499999614	1.85093372	1.162215282
Casino		Elite	winter	4.008608582	133.2323751	1.427953313	104.0304646	3.435232216	1.500002816	3.90149874	1.663078025
Cassata		Elite	winter	3.891826181	140.0069685	1.180846017	97.59420792	2.394827239	1.500000461	4.81842325	1.291022078
Cassia		Elite	winter	2.979570497	137.4899617	1.549151256	96.81429649	2.201137565	1.500005031	4.068987193	1.226775054
Cassiopee		Elite	winter	2.721315015	133.4797268	1.393761863	99.11287444	3.15448517	1.4999995	4.210645459	1.084627821
Casting		Elite	winter	2.629762575	135.8185389	1.834635834	96.32051368	2.822002793	1.499995917	4.239543277	2.299723209
Catamaran		Elite	spring	2.108077598	73.53510243	1.86339624	81.65845898	1.694911443	1.483452263	3.930260901	1.267071087
Cayu		Elite	winter	2.860550558	139.2384612	1.486786007	108.3237741	3.895829864	1.499997677	3.851000155	1.037759175
Chalup		Elite	winter	4.062468799	135.5115719	1.862558477	96.61128006	3.367690134	1.500002816	3.342424765	0.937511516
Champie		Elite	winter	4.848314026	133.0887701	1.836323398	94.70584238	3.545386202	1.499999158	3.976996093	1.664390598
Check-1		Elite	spring	1.125575386	73.76406781	1.583109499	72.02488262	2.373873423			1.271294572
Check-10		Elite	spring	1.813149317	72.31505238	1.449571962	85.06424633	4.172422204			1.205015984
Check-2		Elite	spring	0.645268186	74.46881021	1.579356747	75.30117827	2.830554147			1.271101666
Check-3		Elite	spring	1.722591034	72.90739932	1.818301836	73.69946231	2.262662243			1.28150006
Check-4		Elite	spring	0.929932143	72.28571844	1.945950885	78.7919858	2.770791998			1.2716904
Check-5		Elite	spring	1.005342227	72.51930157	1.556315612	77.5152075	2.952951785			1.271728283
Check-6		Elite	spring	1.372674711	71.53414264	1.335062565	81.70214908	2.176992549			1.270502896
Check-7		Elite	spring	2.465655859	70.0303396	1.382556255	81.36099056	3.297283099			1.27251262
Check-8		Elite	spring	2.631572481	71.2173746	1.827022068	76.25330948	3.208195668	1.827365327		1.272204282
Check-9		Elite	spring	2.07049433	68.9053999	1.362580587	82.8657185	2.762622261			1.270502896
Chrissie		Elite	spring	1.184409835	73.09571265	1.429558742	79.19504919	3.642335315	1.794961486	4.203571359	1.314265219
Christelle		Elite	winter	4.112070774	133.5292959	0.975118276	104.2868666	4.335581173	1.500004247	4.061231721	1.404219362
Coccinel		Elite	winter	3.246044365	134.4272701	1.72295041	103.8891834	3.733577503	1.499997563	3.973305043	1.937511561
Comeback		Elite	winter	3.682047913	137.0681871	1.439642856	96.55054534	2.70743914	1.499997145	3.565326738	1.521488009
Conchita		Elite	spring	1.321922995	74.35005069	2.042719308	77.22195544	2.850409116	2.408029762	3.817322722	1.309905797
Conny		Elite	winter	4.469646647	135.753503	1.391685624	108.4903826	4.482906013	1.500000803	4.915981086	1.150956341
Coralie		Elite	spring	1.1200677	73.25311668	2.075744924	78.80499912	2.127103216	1.774947203	4.179563889	1.318010051
Craft		Elite	winter	3.447599585	135.7930556	1.468916923	101.4465517	2.318754641	1.499999158	3.579897855	1.084627763
Crescendo		Elite	spring	1.359683313	74.96491833	1.240136442	90.69975005	3.069837308	1.788049453	3.333262525	1.322779797
Creswell		Elite	winter	3.239698053	136.4586786	1.147871917	98.30788836	2.433929439	1.499999614	2.572022057	1.166565869
Daisy		Elite	winter	3.85304031	134.5776597	1.509668018	105.2792598	3.801690551	1.499998993	4.330824164	1.524324946
Dante		Elite	spring	1.278845843	74.66385948	2.297266405	78.58061471	2.582454207	1.722849901	4.316585924	1.252998815
Daxor		Elite	winter	4.788833133	134.8498837	2.724270141	96.56714274	4.486176227	1.500004183	3.237522061	1.828255324
Delphi		Elite	winter	3.069274663	137.5169901	1.331044049	90.83806671	4.365719835	1.500005259	3.111195423	6.158751803
Desiree		Elite	winter	2.872516237	137.0498982	1.773679045	103.5988195	2.740921654	1.499997791	3.364712912	1.95241852
Diablo		Elite	spring	1.479149112	76.72861862	1.746838412	78.4224302	3.481789567	2.052694049	3.064781666	1.316599262
Diadora		Elite	winter	3.543755695	133.4969524	1.547875173	110.3599232	4.075720076	1.49999674	2.691247854	1.544285
Domino		Elite	winter	2.85595884	135.0756661	1.357375044	109.3947486	2.98485908	1.500000069	4.026538823	0.937511479
Donau		Elite	winter	3.555119352	134.5265713	1.17337958	96.90966801	3.189461862	1.500003361	4.739010462	2.061187515
Duncan		Elite	spring	1.264224462	75.18036716	1.756920627	83.05011296	3.503111504	2.07494637	3.387541643	1.307150585
Eastway		Elite	spring	1.607518173	75.9391834	1.750614066	80.60449466	3.655794005	1.426480523	4.036693317	1.315671734
Eifel		Elite	spring	1.571836665	74.52030249	1.773587349	85.87863387	3.215957119	2.237809234	3.36014906	1.300729129
Electrum		Elite	winter	3.30976685	135.2396962	1.449338201	103.6874679	3.016803459	1.49999893	4.009999189	1.291022057
Ellen		Elite	winter	3.043052785	131.777985	1.445600358	106.7925269	5.546862832	1.500001913	3.609860498	2.226775064
Ellinor		Elite	spring	1.515752045	74.27092162	1.681479531	82.10460558	1.934419049	1.741558694	5.088292905	1.310931866
Estaminet		Elite	winter	3.741443185	134.4633636	1.229873803	98.05793894	3.754008315	1.500004297	1.107948288	1.368922407
Esterel		Elite	winter	3.928411229	133.4749321	1.743754915	99.5416485	5.233900646	1.499999867	4.473240284	1.773237299
Etincel		Elite	winter	4.590927718	133.367927	1.706855006	100.0177059	3.425608465	2.000001626	4.419433643	2.299723207
Eunova		Elite	spring	2.780634944	73.64991022	2.266559292	84.47748544	3.245047476	2.073820012	3.402715799	1.316058707
Evergreen		Elite	spring	1.477580516	75.30980072	2.066713065	80.99994393	2.330782329	2.074102789	4.53295124	1.307164241
Explorer		Elite	spring	2.239054599	72.99722065	1.820676161	76.9130623	2.692185626	1.794770931	3.751793022	1.290038545
Fairway		Elite	spring	1.248313638	74.02335325	1.354843064	84.99348103	3.259357504	1.497985084	3.973647393	1.308237993
Fantex		Elite	spring	1.670556521	75.88067906	1.975439353	80.1499059	3.668898241	1.712059214	3.974826325	1.316175088
Faro		Elite	winter	3.655174103	132.9269191	1.325813255	97.23551854	4.759420795	1.50000288	3.840786937	1.800333245
Fatima		Elite	spring	1.21224341	73.08927607	1.836534779	79.43039047	3.722300922	2.381433071	3.849774107	1.81538176
Fay		Elite	winter	2.906454968	134.0146375	1.297201345	92.75667519	2.435437232	1.500004361	3.604136333	1.544284931
Feedway		Elite	spring	1.325912087	71.59574442	1.672623341	75.25906779	3.485160564	2.062260605	4.78646123	1.311018919
Filante		Elite	winter	3.097001974	131.6049891	2.233143456	98.8143873	3.527622595	1.500002702	3.931930066	1.363953375
Filler-Feedway		Elite	spring		64.22237451	3.979792537	57.07779965				
Findora		Elite	winter	2.798874784	133.6938462	1.350200107	96.53566874	3.694697124	1.500005259	4.124553604	1.162215353
Finola		Elite	winter	4.406218731	132.8776968	1.660671858	101.970682	4.883169536	1.500004163	4.650085273	1.668123863
Flagon		Elite	winter	3.433186966	138.0828644	1.760077093	109.7277137	1.950576409	1.499997765	4.355699602	1.399868796
Flemming		Elite	winter	3.684065586	135.1415918	1.743612369	106.4612861	2.608922607	1.500004297	3.927495725	1.648781129
Florentine		Elite	winter	2.975448722	137.1118155	1.297346298	104.146509	2.637789542	1.499996942	3.419133123	1.02214961
Flynn		Elite	winter	4.145771488	137.6541025	1.223807024	97.19875513	2.5668081	1.499998955	3.219421238	1.037759133
Focus		Elite	spring	1.273001399	73.74820576	1.454333973	81.7058996	3.101516215	1.730159691	2.988031234	1.307961342
Francin		Elite	spring	1.789160934	73.16066365	1.173183446	84.66399821	2.52351814	1.51422678	4.080663826	1.307469195
Fridericus		Elite	winter	4.962126692	135.9369659	2.456640793	114.170941	4.51785379	1.49999896	2.691546827	1.03775913
Frontier		Elite	spring	3.109295634	74.05744508	1.771514459	72.08291102	3.455529152	1.429878585	3.558470747	1.268497884
Funky		Elite	winter	5.063516056	134.7790973	1.161127788	103.8896708	3.29845433	1.49999712	3.498578876	1.275412633
Gambrinus		Elite	winter	4.24409059	135.9727168	1.294585295	100.5953734	3.580885016	1.500000867	3.900161724	1.419828814
Garner		Elite	spring	1.199908391	75.75463446	1.340578989	80.49454892	2.491589388	1.71679789	4.756529725	1.305901404
Gateway		Elite	spring	1.312854167	76.22230961	1.289758323	78.0534873	2.747696887	1.512241804	4.215241727	1.308050027
Gimlet		Elite	winter	3.149025161	137.1700398	1.135960307	106.7774917	2.359486864	1.499996854	4.897208793	1.552986156
Glacier		Elite	winter	3.032712489	136.8322641	1.299666628	91.14937633	2.302934061	1.500002449	3.648807584	1.291022071
Grace		Elite	spring	3.083206135	72.30582146	2.216346531	80.18170552	3.069757666			
Greda		Elite	spring	-2.498008875	71.7074496		74.30713206	2.508306621		3.110200744	
Greenway		Elite	spring	1.177500001	72.57108914	1.744585964	83.14791631	3.539816433	1.718331648	4.448866604	1.309096144
Grenada		Elite	spring	1.957260414	75.43364166	2.084199041	80.71921434	3.156730065	1.401948465	4.34311344	1.308247643
Griffin		Elite	winter	3.889121027	135.2412176	1.905735591	104.4515707	3.431809402	1.999998955	3.494499315	1.926354595
GS3051_Leia		Elite	spring	1.431817791	74.42938267	1.493996936	82.02358175	2.251752855	1.779722298	3.245382506	1.309079766
Hacker		Elite	spring	1.344824841	74.32418062	1.975708308	80.71873988	3.224428432	1.488681596	4.791254677	1.307694076
Hannelore		Elite	winter	4.028138475	136.8133036	1.423816209	101.752935	4.425092876	1.499997943	4.221923865	1.437846618
Harris		Elite	spring	1.19671147	73.80976625	1.580723645	81.01173788	3.298355298	2.04086708	3.970313676	1.309096144
Hawking		Elite	winter	4.505033293	136.7705731	1.582496151	100.8114874	2.38644984	1.500001626	2.498699498	0.937511523
Hazel		Elite	spring	1.09251436	74.65786618	1.867533803	82.57606969	2.485937804	1.787959218	2.806980064	1.313883603
Hedwig		Elite	winter	3.107990383	134.1099746	1.599451965	116.8216544	3.259365758	1.499999019	2.002335288	1.415478252
Henriette		Elite	winter	3.428772966	132.9515832	1.496044981	105.3134495	4.543606227	1.499999613	4.79096325	1.913303026
Heris		Elite	spring	1.245893872	75.36658952	1.405880024	84.54075078	3.201214853	1.784081236	3.347413123	1.309006625
Higgins		Elite	winter	3.160942868	134.9710516	1.482371964	109.4322557	4.437109031	1.499999044	5.054962	1.816741229
Highway		Elite	spring	1.195568981	75.13578424	1.620924956	80.25869303	3.534294529	2.385310497	3.649279464	1.309212467
Hobbs		Elite	spring	1.075752275	75.04116906	1.958262078	79.02601328	3.870549068	1.742741434	3.693710974	1.308198495
HOR 133	10.25642/IPK/GBIS/16391	PGR	spring	3.516189443	70.03646798	5.817741194	91.47816622	5.651762672	1.652777999	2.332518881	1.345164609
HOR 257	10.25642/IPK/GBIS/16510	PGR	spring	2.373663688	80.00064835	2.991023914	108.060028	3.455563892	1.162239004	2.551244444	1.328731187
HOR 528	10.25642/IPK/GBIS/16754	PGR	spring	4.150206771	66.60500798	5.772794757	84.31912425	3.86773133	1.172541072	6.111431497	1.308229072
HOR 693	10.25642/IPK/GBIS/16918	PGR	spring	2.668612403	66.45386394	6.10834689	85.68684001	5.342568068	1.725857021	5.710071945	1.342984828
HOR 843	10.25642/IPK/GBIS/17062	PGR	spring	3.158680769	64.50785984	4.94177162	100.1373898	4.170042446	2.687452614	2.571885434	1.345611308
HOR 1780	10.25642/IPK/GBIS/17919	PGR	spring	4.270611486	72.46677001	5.302980005	85.18264846	5.378748829	2.144560958	3.190932505	1.34298733
HOR 1816	10.25642/IPK/GBIS/17955	PGR	spring	4.29186501	68.60405251	5.736591345	101.3565033	5.459507441	1.714198064	3.83466999	1.343884369
HOR 1845	10.25642/IPK/GBIS/17984	PGR	spring	3.917857615	74.77941272	5.975217161	88.12350726	5.398053278	1.124739893	1.962395623	3.809271693
HOR 2799	10.25642/IPK/GBIS/18827	PGR	spring	5.06963578	71.62638808	3.628728853	80.99413648	4.58543007	1.687383311	2.428201591	1.345010008
HOR 2812	10.25642/IPK/GBIS/18839	PGR	spring	5.030768376	68.536456	4.987372139	87.31612537	5.203788876	1.686442133	2.772417373	1.345005202
HOR 2883	10.25642/IPK/GBIS/18910	PGR	spring	5.224176835	72.48190813	2.891651857	67.24288291	5.915320015	1.680554653	3.09469707	1.39497957
HOR 2911	10.25642/IPK/GBIS/18936	PGR	spring	3.024441595	77.47558397	5.648097958	89.5445873	5.648865208	1.182520027	2.302311156	1.345164609
HOR 3023	10.25642/IPK/GBIS/19041	PGR	spring	4.520276346	65.71337027	3.405249316	75.67073645	5.949788597	2.642755612	3.268722523	1.307442402
HOR 3686	10.25642/IPK/GBIS/19680	PGR	spring	3.963478217	71.12320312	5.262669374	110.0648928	4.071931617	3.202435379	3.679215471	1.343894857
HOR 4061	10.25642/IPK/GBIS/20034	PGR	spring	4.805919283	65.55166121	4.905420145	90.51977169	5.071175077	1.638543116	3.068976716	2.284964869
HOR 4258	10.25642/IPK/GBIS/20226	PGR	spring	1.779221799	72.83392896	3.888019248	113.5174016	4.553263803	1.20533346	2.148241078	1.329965427
HOR 4558	10.25642/IPK/GBIS/20520	PGR	spring	3.334908493	66.86929215	3.942314195	69.3997956	2.304411552	2.652318579	7.713311021	1.330384449
HOR 4570	10.25642/IPK/GBIS/20532	PGR	spring	3.773506083	77.40737527	2.278565492	88.23923483	3.935477454	1.703512788	3.330826804	1.30752193
HOR 5372	10.25642/IPK/GBIS/21282	PGR	spring	4.549591958	69.02890942	3.172139534	80.56451748	6.273058792	1.168100398	5.23453986	1.349505539
HOR 5962	10.25642/IPK/GBIS/21872	PGR	spring	4.167283602	72.84276286	4.120253272	108.2760939	4.026099566	1.69980755	3.568117299	1.349505539
HOR 6899	10.25642/IPK/GBIS/22806	PGR	spring	3.197291556	70.40980623	3.16337711	91.79338775	4.775357821	1.694018569	4.400024324	1.306443808
HOR 6951	10.25642/IPK/GBIS/26037	PGR	spring	2.395572897	75.0143634	2.21928153	88.65057302	4.704455704	1.750618084	2.748021641	1.309180458
HOR 6952	10.25642/IPK/GBIS/26038	PGR	spring	3.08205599	67.42521426	5.492578319	77.76624406	6.344197567	2.191923269	3.546209905	1.342984828
HOR 7056	10.25642/IPK/GBIS/22889	PGR	spring	3.987267054	65.65916727	2.90904432	85.39219599	6.054536686	1.696946467	6.695303609	1.370487668
HOR 7061	10.25642/IPK/GBIS/22894	PGR	spring	4.489844282	62.78762923	1.733709053	96.64261402	6.295348896	1.223043368	2.714920586	1.345955249
HOR 7068	10.25642/IPK/GBIS/22901	PGR	spring	5.095669093	64.94988876	4.652331936	87.34162373	6.011942021	1.757137283	3.419217639	1.315897414
HOR 7134	10.25642/IPK/GBIS/22967	PGR	spring	5.54764831	65.33579082	4.756693451	98.64159223	4.688425316	2.166381221	6.251956545	1.3471061
HOR 7307	10.25642/IPK/GBIS/23132	PGR	spring	1.899044976	64.0869727	4.553753649	85.80081824	3.391404613	1.730524479	5.022423274	1.307578886
HOR 8355	10.25642/IPK/GBIS/24062	PGR	spring	3.595152793	68.26320257	5.00583136	84.23657386	6.655326804	1.184659325	1.809836484	1.362765677
HOR 8440	10.25642/IPK/GBIS/24145	PGR	spring	2.934978748	64.73519884	2.450615873	85.28943514	5.459681243	1.738458077	6.276673655	1.321789288
HOR 8451	10.25642/IPK/GBIS/24156	PGR	spring	3.865334029	65.28025178	4.472050209	83.50245569	5.789500706	2.660030074	4.869986061	1.307435704
HOR 8765	10.25642/IPK/GBIS/24463	PGR	spring	2.395821066	66.87022766	4.397151708	91.81532878	5.488535403	1.663555351	3.675378867	1.361658452
HOR 8768	10.25642/IPK/GBIS/24466	PGR	spring	2.508954461	64.61834327	2.041093596	98.27282778	6.156201382	1.681942471	5.366918294	1.352646083
HOR 8849	10.25642/IPK/GBIS/77863	PGR	spring	4.904824295	68.13836552	5.725255856	88.32916269	4.79519743	1.657576178	4.566777672	1.345419789
HOR 8904	10.25642/IPK/GBIS/24594	PGR	spring	3.957536259	66.09741574	4.809671095	98.87544559	5.913812045	2.169365906	2.300010274	1.274396194
HOR 9421	10.25642/IPK/GBIS/25084	PGR	spring	2.824984638	76.9532263	4.781134632	91.77444766	3.125172936	2.680397948	2.413499793	2.282756727
HOR 9720	10.25642/IPK/GBIS/81980	PGR	spring	7.605366091	66.50821435	3.950336967	69.69644862	5.269596553	1.671877174	5.519904651	1.307442402
HOR 9724	10.25642/IPK/GBIS/81993	PGR	spring	4.921521375	66.10190776	2.310411623	85.61390301	3.856874468	3.169652509	6.040479557	1.345611308
HOR 9875	10.25642/IPK/GBIS/25520	PGR	spring	3.164508068	64.88519105	5.73386836	88.45746976	4.370427877	2.709038361	7.481113715	1.343894857
HOR 9876	10.25642/IPK/GBIS/25521	PGR	spring	5.363745001	65.28788076	5.465696033	81.8028547	5.103862271	1.691870726	6.453023028	1.361759762
HOR 9927	10.25642/IPK/GBIS/25571	PGR	spring	6.53731674	64.6777964	3.303195021	67.37409986	4.514450738	2.682079425	6.566327288	1.307888945
HOR 10004	10.25642/IPK/GBIS/25648	PGR	spring	5.257224227	65.80483587	3.896026468	83.86573033	6.159276674	1.720440869	3.432719508	1.310662828
HOR 10005	10.25642/IPK/GBIS/25649	PGR	spring	4.658690624	67.99335074	4.439651189	82.36976729	5.545036274	1.785211615	3.933261311	1.345295665
HOR 10014	10.25642/IPK/GBIS/25658	PGR	spring	5.058437263	66.34102396	5.974704929	83.00407693	6.617436693	2.066472499	3.581771184	1.308152926
HOR 10016	10.25642/IPK/GBIS/25660	PGR	spring	4.193726931	68.92989212	4.311404441	79.61730782	5.974325564	1.982380905	3.430087584	1.329615671
HOR 10018	10.25642/IPK/GBIS/25662	PGR	spring	3.83227834	67.27478923	3.898448097	83.07234736	6.390596062	1.733605775	2.763131086	1.309136661
HOR 1002	10.25642/IPK/GBIS/17208	PGR	winter	5.766695548	135.0124977	5.505694965	112.9856187	3.728880277	2.999998702	5.172937334	3.055161343
HOR 10026	10.25642/IPK/GBIS/25670	PGR	spring	4.650309925	71.70182585	2.4005268	99.9663455	4.5597863	1.736745561	1.450327339	1.347090622
HOR 10044	10.25642/IPK/GBIS/79279	PGR	spring	3.606162525	73.9339786	4.196809061	110.325811	2.926005732	2.078148155	3.282822827	1.345964928
HOR 10046	10.25642/IPK/GBIS/25689	PGR	winter	4.32755469	131.1376018	4.327852354	111.0592254	5.910693124	1.500002563	4.283459272	1.150956425
HOR 10074	10.25642/IPK/GBIS/25717	PGR	spring	3.100924054	70.56032842	6.44889985	85.62237777	4.866128898	2.671882186	4.293328581	1.32218118
